id,family,nuance,level,difficulty,en,fr,cstl_en,cstl_fr,json_en,json_fr,cstl_verdict_en,cstl_verdict_fr,json_verdict_en,json_verdict_fr
L03,L,object_description,L1,naturelle,The blue book sits on the wooden table.,Le livre bleu est posé sur la table en bois.,"[STATE]: stable
[TIME]: present

∙book[+blue] → ∙table[+wooden] (+)","[TIME]: present
∙livre[+bleu] → ∙table[+bois] (+)","{""agents"":[""book""],""action"":""sit"",""object"":[""table""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""livre bleu""],
  ""action"": ""poser"",
  ""object"": [""table en bois""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
L04,L,quantitative_statement,L1,naturelle,The building has twelve floors and forty apartments.,Le bâtiment compte douze étages et quarante appartements.,∙building → ∙floors[12] ⊗ ∙apartments[40] (=),"[TIME]: present

∙bâtiment → [∙étages(12) ↔ ∙appartements(40)]","{""agents"":[""building""],""action"":""have"",""object"":[""floors"",""apartments""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""bâtiment""],
  ""action"": ""compter"",
  ""object"": [""étages"", ""appartements""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
L05,L,geographical_fact,L1,naturelle,The Amazon river flows through several South American countries.,Le fleuve Amazone traverse plusieurs pays d'Amérique du Sud.,"[TIME]: present
∙Amazon_river → ⟳ ∙South_American_countries°several (+)","[TIME]: present
∙fleuve_Amazone → ∙pays_multiples ⊂ ∙Amérique_du_Sud
≡(+)","{""agents"":[""Amazon river""],""action"":""flow"",""object"":[""South American countries""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"":[""fleuve Amazone""],""action"":""traverser"",""object"":[""pays"",""Amérique du Sud""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}",preserved,preserved,preserved,preserved
L06,L,simple_action,L1,naturelle,She opened the window and looked outside.,Elle a ouvert la fenêtre et regardé dehors.,"[TIME]: past
∙she ⟶ ⟳∙window° → ∙she ⟶ →∙outside","[TIME]: past
∙elle → ⟳(∙fenêtre) + → ∙dehors","{""agents"":[""She""],""action"":""open"",""object"":[""window""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}","{""agents"":[""Elle""],""action"":""ouvrir"",""object"":[""fenêtre""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}",preserved,preserved,lost,partial
L07,L,identity_statement,L1,naturelle,My sister works as a software engineer in Toronto.,Ma sœur travaille comme ingénieure logicielle à Toronto.,"[TIME]: present
∙sister → ∙software_engineer(°role) ↔ ∙Toronto(°location)","[TIME]: present
∙sœur·Δ(speaker) → =∙travail → ∙ingénieure·logicielle ⊗ ∙Toronto","{""agents"":[""sister""],""action"":""work"",""object"":[""software engineer"",""Toronto""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"":[""sœur""],""action"":""travailler"",""object"":[""Toronto""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}",preserved,preserved,preserved,preserved
L08,L,date_statement,L1,naturelle,The conference will be held on June fifteenth.,La conférence aura lieu le quinze juin.,"[TIME]: future
∙conference » ⟳ ∙held ⊗ ∙June_fifteenth","[TIME]: future

∙conférence »→ ∙lieu ⊗ ∙quinze_juin","{""agents"":[""conference""],""action"":""hold"",""object"":[],""time"":""future"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}","```json
{
  ""agents"": [""conférence""],
  ""action"": ""avoir"",
  ""object"": [],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```",preserved,preserved,preserved,preserved
M01,M,idiom_preservation,L2,stressée,She let the cat out of the bag during the board meeting.,Elle a vendu la mèche pendant la réunion du conseil.,"[TIME]: past

∙she ⊃[∙cat_out_of_bag] «
∙cat_out_of_bag ⟳ ∙secret_revealed «
∙secret_revealed → ∙board_meeting «
~̃(-)° ∿","[TIME]: past
[STATE]: ⟳

∙elle ⊃[∙mèche«] → ⟳(∙secret → ∙révélé) ≠ Δ(∙réunion∙conseil) (!)","{""agents"":[""She""],""action"":""reveal"",""object"":[""secret"",""board meeting""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}","```json
{
  ""agents"": [""Elle""],
  ""action"": ""révéler"",
  ""object"": [""secret""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```",preserved,preserved,preserved,partial
M02,M,passive_voice_reversal,L2,stressée,The decision was made by the committee after lengthy deliberation.,Le comité a pris la décision après une longue délibération.,"[TIME]: past
∙committee ⊕ ∙deliberation+ → ⟳ ∙decision","[TIME]: past

◉comité →« ⟳délibération°+longue → ⟳décision","{""agents"":[""committee""],""action"":""decide"",""object"":[],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"":[""comité""],""action"":""prendre"",""object"":[""décision""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved
M03,M,tense_subtlety,L3,stressée,She has been working on this problem for three years.,Elle travaille sur ce problème depuis trois ans.,"[TIME]: past=present
∙she ⟶ ⟳∙problem «=» +°duration[3years]","[TIME]: past=present
∙elle ⟶ ∙travail → ∙problème°ce «=» (+)","{""agents"":[""She""],""action"":""work"",""object"":[""problem""],""time"":""entangled"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""Elle""],
  ""action"": ""travailler"",
  ""object"": [""problème""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,preserved,partial,partial
M04,M,discourse_marker_equivalence,L2,stressée,"However, the results remain inconclusive despite extensive testing.","Cependant, les résultats demeurent peu concluants malgré des tests approfondis.","[TIME]: present
∙results ⊗ ∙conclusive° | ∙testing+ ⟳ ∙extensive | ⊖ → ∙results (-)","[TIME]: present

∙results ⊗°conclusive ⊖ ∙tests+approfondis","{""agents"":[""results""],""action"":""remain"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","```json
{
  ""agents"": [""résultats""],
  ""action"": ""demeurer"",
  ""object"": [],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
N01,N,ambiguous_multiple_readings,L3,stressée,The man saw the woman with the telescope.,L'homme a vu la femme avec le télescope.,"[TIME]: past
∙man «→ ∙woman [⊃ ∙telescope] (?)","[TIME]: past
∙homme → ∙femme(⊃[∙télescope])° «","```json
{
  ""agents"": [""man""],
  ""action"": ""see"",
  ""object"": [""woman""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","```json
{
  ""agents"": [""homme""],
  ""action"": ""voir"",
  ""object"": [""femme"", ""télescope""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```",preserved,preserved,lost,lost
N02,N,descriptive_non_causal,L1,stressée,The sky is blue today.,Le ciel est bleu aujourd'hui.,"[TIME]: present
∙sky → ∙blue(+) = (°)","[TIME]: present
∙ciel → ∙bleu(+) = ~̃(°)","{""agents"":[""sky""],""action"":""be"",""object"":[""blue""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"":[""ciel""],""action"":""être"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}",preserved,preserved,preserved,preserved
N03,N,ironic_or_metaphorical,L3,stressée,"Oh great, another meeting about meetings. Just what we needed.","Oh super, encore une réunion au sujet des réunions. C'est exactement ce qu'il nous fallait.","[TIME]: present
[STATE]: ⊖

◉meeting → ◉meeting (+)
∙we ⊗ ◉meeting (-)
~̃(∙we): ⊖, (-)
ℙ(∙speaker): ∿[frustration]
°needed ⊗ =reality (!)","[TIME]: present
[STATE]: ⊖active

(∙réunion → ∙réunion) ⊗ ∙utilité | ~̃(frustration)- | ⟲récursivité_absurde | (-)

∙locuteur ⊃ ∙situation | ⊖ | ~̃(ironie/sarcasme)+ | ℜ(attente ↔ réalité)","```json
{
  ""agents"": [""meeting""],
  ""action"": ""discuss"",
  ""object"": [""meetings""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""exclamative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","```json
{
  ""agents"": [""nous""],
  ""action"": ""avoir"",
  ""object"": [""réunion""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""exclamative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,lost,lost,lost
N04,N,very_short_sentence,L1,stressée,It works.,Ça marche.,∙work ⟳ (+),"[STATE]: confirmation
∙ça ⟳ ∙marche °(+)","{""agents"":[""It""],""action"":""work"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{""agents"": [], ""action"": ""work"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}
```",preserved,preserved,preserved,lost
O01,O,strong_transitive_chain,L5,stressée,"Smoking causes lung cancer, which leads to premature death in many patients.","Le tabagisme cause le cancer du poumon, qui entraîne une mort prématurée chez de nombreux patients.","[TIME]: present

∙smoking → ∙lung_cancer → ∙premature_death
∙lung_cancer ⊂ ∙patients+
(-)","[TIME]: present

∙tabagisme →+ ∙cancer_poumon →+ ∙mort_prématurée ⊂ ∙patients(+nombreux)","{""agents"":[""Smoking""],""action"":""cause"",""object"":[""lung cancer"",""death"",""patients""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""tabagisme""],
  ""action"": ""causer"",
  ""object"": [""cancer"", ""poumon"", ""mort""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved
O02,O,weak_transitive_chain,L4,stressée,"The rain might delay the flight, which could perhaps affect the conference attendance slightly.","La pluie pourrait retarder le vol, ce qui pourrait peut-être affecter légèrement la participation à la conférence.","[TIME]: present
[STATE]: ∿

∙rain ⊕→ ∙flight.delay [MAY]° ⊕→ ∙conference.attendance↓ [MAY]° (-)","[TIME]: present|future

[MAY] ∙pluie ⊕» ∙vol⟲↓° | ≠» [MAY] ∙participation∙conférence⟲↓°°","```json
{
  ""agents"": [""rain""],
  ""action"": ""delay"",
  ""object"": [""flight"", ""conference attendance""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""pluie""],
  ""action"": ""retarder"",
  ""object"": [""vol"", ""participation"", ""conférence""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,preserved,preserved
O03,O,four_link_chain,L5,stressée,"Deforestation increases greenhouse gases, which accelerate global warming, which raises sea levels, which threatens coastal cities.","La déforestation augmente les gaz à effet de serre, qui accélèrent le réchauffement climatique, qui fait monter le niveau des mers, qui menace les villes côtières.","[TIME]: present

∙deforestation → ∙greenhouse_gases↑ → ∙global_warming↑ → ∙sea_levels↑ → ∙coastal_cities⊗","[TIME]: present

∙déforestation →+ ↑ ∙gaz_effet_serre → ↑ ∙réchauffement_climatique → ↑ ∙niveau_mers → ⊕ ∙villes_côtières (-)","```json
{
  ""agents"": [""Deforestation""],
  ""action"": ""increase"",
  ""object"": [""greenhouse gases"", ""global warming"", ""sea levels"", ""coastal cities""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""déforestation""],
  ""action"": ""augmenter"",
  ""object"": [""gaz à effet de serre"", ""réchauffement climatique"", ""niveau des mers"", ""villes côtières""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,lost,lost
