id,family,nuance,level,difficulty,en,fr,cstl_v302_en,cstl_v302_fr,cstl_v303_en,cstl_v303_fr,json_en,json_fr,v302_verdict_en,v302_verdict_fr,v303_verdict_en,v303_verdict_fr,json_verdict_en,json_verdict_fr
K07,K,negation_plus_conditional_plus_interrogative,L3,stressée,"If we don't act now, who will be left to fix this later?","Si nous n'agissons pas maintenant, qui restera pour réparer cela plus tard ?","[TIME]: present→future
[STATE]: ⊖(inaction)→ℜ

[IF][NOT]∙(we)→⟶(act)=] → »[∙(who)?→⟶(fix)→∙(this)]↓°
⊕(urgency)(!)
∙(we)⊃[∙(collective)]→»∙(remaining-agents)?
«=»[∙(problem)→»ℜ]
~̃(concern)(-)
ℙ(rhetorical-appeal)","[TIME]: present→future
[STATE]: ⊖(action)=

[IF] [NOT](∙nous ⊕ action)= » (?)(∙qui ⟶ ⟳(∙cela)»)

~̃(urgence)(+) ⊗ ⊖(inaction)= ℙ(appel)",(?) ⊕ [IF] [NOT] ∙we → =» | ∙who → ⟶ ⟳∙this »,(?) [IF] [NOT] ∙nous ⟶ = | ∙qui ⟶ ⟳ ∙cela » ~̃(urgence) ⊕,"```json
{
  ""agents"": [""we""],
  ""action"": ""act"",
  ""object"": [],
  ""time"": ""present"",
  ""modality"": ""IF"",
  ""polarity"": ""negative"",
  ""tone"": ""interrogative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","{""agents"":[""nous""],""action"":""agir"",""object"":[],""time"":""present"",""modality"":""IF"",""polarity"":""negative"",""tone"":""interrogative"",""relation_type"":""causal"",""dynamic"":""weaken""}",preserved,lost,preserved,preserved,partial,preserved
K08,K,deixis_plus_emotion_plus_intention,L4,stressée,"I am deeply worried, and I intend to address this with you personally tomorrow.","Je suis profondément inquiet, et j'ai l'intention d'aborder cela avec toi personnellement demain.","[TIME]: present
[STATE]: ~̃(-)

∙self ⊃ [~̃(-) ∙worry°+] = ⟶ [» ∙self → (Δ ∙you) ⊃ ∙this]","[TIME]: present » future
[STATE]: ~̃- ⟶+

∙(je) ⊃ [~̃-(inquiet)°°] = ⟶ [∙(je) → ∙(toi) Δ] » (-)",~̃(worry)+ ⟶[∙speaker → ∙addressee]+ »,~̃(inquiétude)+ ∙je | ⟶ ∙je → Δ∙toi » ∙demain,"```json
{
  ""agents"": [""I""],
  ""action"": ""address"",
  ""object"": [""you""],
  ""time"": ""future"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","```json
{
  ""agents"": [""Je""],
  ""action"": ""aborder"",
  ""object"": [""toi""],
  ""time"": ""future"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,partial,partial,lost
K09,K,catalysis_plus_transform_plus_consciousness,L6,stressée,The public scandal catalyzed a deep internal shift that the board had been unconsciously resisting for years.,Le scandale public a catalysé un changement interne profond auquel le conseil résistait inconsciemment depuis des années.,"[TIME]: past
∙scandal(+public) κ→ ⟳∙shift(+deep,+internal) ⊗« ⊖∙board~̃(+unconscious)","[TIME]: past

∙scandale∙(+public) κ→ ⟳∙changement∙(+interne)(+profond)
∙conseil∙ ⊖↓ ∙changement∙ « ~̃(-)°(+inconscient)",∙scandal κ [∙board ⊖° ⟲] → ⟳ ◉shift «,∙scandale_public κ [∙conseil ⊖° ⟲ ◉changement_interne+] «,"{""agents"":[""scandal""],""action"":""catalyze"",""object"":[""shift"",""board""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""scandale public""],
  ""action"": ""catalyser"",
  ""object"": [""changement interne"", ""conseil""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved,partial,partial
K10,K,rupture_plus_purge_plus_fork,L5,stressée,"The merger collapsed, the redundant systems were decommissioned, and the two teams split into independent organizations.","La fusion s'est effondrée, les systèmes redondants ont été démantelés, et les deux équipes se sont scindées en organisations indépendantes.","[TIME]: past
∙merger ⟳ ℜ « (-) ∙redundant_systems → ∇ « ∙two_teams ⟳ │ » ∙independent_organizations","[TIME]: past

∙fusion ⟳ ℜ(-)
∙systèmes_redondants ⟳ ∇(-)
∙équipes ⟳ │ → ◉organisations_indépendantes(+)",∙merger ℜ « | ∙systems(redundant) ∇ « | ∙teams │ ◉organizations(independent) ⟳ «,◉fusion ℜ « | ∙systèmes_redondants ⟳ ∇ « | ∙équipes │ ◉organisations_indépendantes «,"```json
{
  ""agents"": [""merger"", ""systems"", ""teams""],
  ""action"": ""collapse"",
  ""object"": [""organizations""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""fusion"", ""systèmes redondants"", ""équipes""],
  ""action"": ""effondrer"",
  ""object"": [""organisations indépendantes""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,preserved,preserved,partial,lost
K11,K,opposition_plus_modal_plus_archeological,L5,stressée,"Looking back at the founding principles, freedom and surveillance were always meant to remain mutually exclusive, and this constraint must still hold.","En revenant aux principes fondateurs, la liberté et la surveillance devaient toujours rester mutuellement exclusives, et cette contrainte doit encore tenir.","[TIME]: «=»

◉founding_principles ⇐ { ∙freedom ⊗ ∙surveillance } [MUST] = ⊃[] °persistent","[TIME]: past→present

«∙liberté ⊗ ∙surveillance»° ⇐ ◉principes_fondateurs

=∙contrainte_exclusion ⟳ [MUST]",⇐ ∙freedom ⊗ ∙surveillance [MUST] =,[TIME]: «=» ⇐∙principes_fondateurs → [MUST] ∙liberté ⊗ ∙surveillance | [MUST] ∙contrainte = »,"{""agents"":[""freedom"",""surveillance""],""action"":""exclude"",""object"":[],""time"":""entangled"",""modality"":""MUST"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","```json
{
  ""agents"": [""liberté"", ""surveillance""],
  ""action"": ""rester"",
  ""object"": [],
  ""time"": ""entangled"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",lost,partial,preserved,preserved,preserved,preserved
K12,K,transitivity_plus_transform_plus_trust,L5,stressée,"The whistleblower leaked to the journalist, who published the story that transformed the company; employees lost trust in every subsequent leadership claim.","Le lanceur d'alerte a transmis au journaliste, qui a publié l'article qui a transformé l'entreprise ; les employés ont perdu confiance dans chaque déclaration ultérieure de la direction.","[TIME]: past
[STATE]: ⟳(∙company)
[TRUST]: ↓(∙employees → ∙leadership)

∙whistleblower →(≠) ∙journalist
∙journalist →(≡) ∙story
∙story ⟳ ◉company
∙employees ↓trust(»)[ ∙leadership → ∙claim° ]
∙claim° ⊗ ℝ(∙employees)
Δ(every subsequent) → [NOT]trust","[TIME]: past
[STATE]: ⟳

∙lanceur_d_alerte →≡ ∙journaliste →≡ ∙article ⟳ ∙entreprise(-)

∙employés ↓trust ∙direction∙déclaration(»)",∙whistleblower → ∙journalist ≠ ∙story → ⟳ ◉company « | ∙employees →- [TRUST]: ∙leadership_claims »,"[TRUST]: ∙employés →- ∙direction »

∙lanceur_d'alerte ≠ ∙journaliste → ∙article ⟳ ◉entreprise « | ∙employés ⊗ ∙déclarations_direction »","```json
{
  ""agents"": [""whistleblower""],
  ""action"": ""leak"",
  ""object"": [""journalist""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""lanceur d'alerte"", ""journaliste"", ""employés""],
  ""action"": ""transformer"",
  ""object"": [""entreprise"", ""direction""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",partial,preserved,preserved,lost,partial,lost
K13,K,opposition_plus_modality_plus_archeological_mode,L6,stressée,"Tracing this back to its origins, the doctrine held that the state must either protect privacy or enforce transparency, never both.","En remontant à ses origines, la doctrine soutenait que l'État devait soit protéger la vie privée, soit imposer la transparence, jamais les deux.","[TIME]: past
⇐(∙doctrine) → [MUST](◉state → ∙privacy.⊕protection) ⊗ (◉state → ∙transparency.⊕enforcement) │","[TIME]: past

⇐∙doctrine → [MUST]∙État ⊗(∙protection → ∙vie_privée° | ∙imposition → ∙transparence°) [NOT](↔)",⇐ ◉doctrine → [MUST] (∙state → ⊃∙privacy) ⊗ (∙state → ⊃∙transparency),⇐ ∙doctrine → [MUST] ∙État │(⊃ ∙vie_privée ⊗ ⊃ ∙transparence),"{""agents"":[""doctrine"",""state""],""action"":""hold"",""object"":[""privacy"",""transparency""],""time"":""past"",""modality"":""MUST"",""polarity"":""neutral"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","```json
{
  ""agents"": [""doctrine"", ""État""],
  ""action"": ""soutenir"",
  ""object"": [""vie privée"", ""transparence""],
  ""time"": ""past"",
  ""modality"": ""MUST"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,preserved,preserved,partial
L01,L,simple_fact,L1,naturelle,Paris is the capital of France.,Paris est la capitale de la France.,∙Paris ↔ ∙capital ← ∙France,"[TIME]: present
∙Paris ↔ ∙capitale+ ← ∙France",∙Paris ↔ ◉capital ← ∙France,∙Paris ↔ ◉capitale ← ∙France,"{""agents"":[""Paris""],""action"":""be"",""object"":[""France""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"":[""Paris""],""action"":""be"",""object"":[""France""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
L02,L,scheduled_event,L1,naturelle,The meeting starts at three in the afternoon.,La réunion commence à trois heures de l'après-midi.,"[TIME]: future
∙meeting » ∙three_afternoon ⟶","[TIME]: future
∙réunion ⟳(commence) » ∙trois_heures_après-midi",[TIME]: future | ∙meeting » ∙3pm,[TIME]: future | ∙réunion → »(15h),"{""agents"":[""meeting""],""action"":""start"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"": [""réunion""], ""action"": ""commencer"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,partial,preserved
L03,L,object_description,L1,naturelle,The blue book sits on the wooden table.,Le livre bleu est posé sur la table en bois.,"[STATE]: =
∙blue_book ↔° ∙wooden_table","[TIME]: present
∙livre(+bleu) → ∙table(+bois) [=](+)",∙book(blue) → ∙table(wooden) =,∙livre(bleu) → ∙table(bois) =,"{""agents"":[""book""],""action"":""sit"",""object"":[""table""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""livre bleu""],
  ""action"": ""poser"",
  ""object"": [""table en bois""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved,preserved,preserved
L04,L,quantitative_statement,L1,naturelle,The building has twelve floors and forty apartments.,Le bâtiment compte douze étages et quarante appartements.,"[TIME]: present
∙building = ∙floors[12] ↔ ∙apartments[40]","[STATE]: =

∙bâtiment → [∙étages(+12) ↔ ∙appartements(+40)]",∙building → ∙floors(12) | ∙building → ∙apartments(40),∙bâtiment → ∙étages(12) | ∙bâtiment → ∙appartements(40),"{""agents"":[""building""],""action"":""have"",""object"":[""floors"",""apartments""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""bâtiment""],
  ""action"": ""compter"",
  ""object"": [""étages"", ""appartements""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved,preserved,preserved
L05,L,geographical_fact,L1,naturelle,The Amazon river flows through several South American countries.,Le fleuve Amazone traverse plusieurs pays d'Amérique du Sud.,"[TIME]: present
∙Amazon_river → ∙South_American_countries°several [⟳+flow_through]","[TIME]: present
∙fleuve_Amazone → ∙pays[+plusieurs] ∙Amérique_du_Sud ≡(°)",∙Amazon_river → ∙countries(South_American)+ =,∙fleuve_Amazone → ∙pays+ ∙Amérique_du_Sud =,"{""agents"":[""Amazon river""],""action"":""flow"",""object"":[""South American countries""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""Amazone""],
  ""action"": ""traverser"",
  ""object"": [""Amérique du Sud""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved,preserved,preserved
L06,L,simple_action,L1,naturelle,She opened the window and looked outside.,Elle a ouvert la fenêtre et regardé dehors.,«∙she ⊃[∙window⟳open] → ∙she⟶[∙outside]»,"[TIME]: past
∙elle → ⟳∙fenêtre° ∧ ∙elle → ∙dehors°",∙she → ⟳∙window | ∙she ⟶ ∙outside =,∙elle → ⟳∙fenêtre | ∙elle → ∙dehors «,"{""agents"":[""She""],""action"":""open"",""object"":[""window""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}","{""agents"":[""Elle""],""action"":""ouvrir"",""object"":[""fenêtre""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}",preserved,preserved,preserved,preserved,partial,partial
L07,L,identity_statement,L1,naturelle,My sister works as a software engineer in Toronto.,Ma sœur travaille comme ingénieure logicielle à Toronto.,"[TIME]: present
∙sister → ∙work(+) → ∙software_engineer
∙sister → ∙Toronto(Δ)","[TIME]: present
∙sœur[Δ:speaker] → =∙travail[+] → ⟳∙ingénieure_logicielle ⊗ ∙Toronto[Δ:lieu]",∙sister → ∙software_engineer | Δ ∙Toronto =,∙sœur → ∙ingénieure_logicielle | Δ ∙Toronto =,"{""agents"":[""sister""],""action"":""work"",""object"":[""Toronto""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"":[""Ma sœur""],""action"":""travailler"",""object"":[""Toronto""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
L08,L,date_statement,L1,naturelle,The conference will be held on June fifteenth.,La conférence aura lieu le quinze juin.,"[TIME]: future
∙conference » ⟳ ∙held ← ∙June_fifteenth","[TIME]: future

∙conférence » ∙lieu ⊗ ∙quinze_juin",» ∙conference = ∙June_fifteenth,» ∙conférence = ∙quinze_juin,"{""agents"":[""conference""],""action"":""hold"",""object"":[],""time"":""future"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}","```json
{""agents"": [""conférence""], ""action"": ""avoir"", ""object"": [], ""time"": ""future"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}
```",preserved,preserved,preserved,preserved,preserved,preserved
M01,M,idiom_preservation,L2,stressée,She let the cat out of the bag during the board meeting.,Elle a vendu la mèche pendant la réunion du conseil.,"[TIME]: past
∙she ⊃[∙cat_out_of_bag] → ∙secret «
∙secret ⟳ ∙revealed(-)
∙board_meeting Δ
~̃(-)","[TIME]: past

∙Elle ⊃[⟶] (∙mèche_secret → ∙révélation) « ≠ ~̃(-)

∙réunion_conseil = Δ[spatial-temporal]

∙Elle → ⊖[∙confidentialité] ⟳ ∙divulgation (-)",∙she → ≠(∙secret) ∙board_meeting ~̃(unintended) «,∙elle → ≠(∙secret) ∙conseil_membres « ~̃(betrayal),"```json
{
  ""agents"": [""She""],
  ""action"": ""reveal"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","{""agents"":[""Elle""],""action"":""révéler"",""object"":[],""time"":""past"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""weaken""}",preserved,preserved,preserved,lost,preserved,lost
M02,M,passive_voice_reversal,L2,stressée,The decision was made by the committee after lengthy deliberation.,Le comité a pris la décision après une longue délibération.,"[TIME]: past
∙committee ⊕ ∙deliberation+ → ⟳ ∙decision","[TIME]: past

◉comité →« ⟳délibération°longue → ◉décision",∙committee → ⟳ ◉decision « | ⊕(∙deliberation),∙comité → ⟳ ◉décision «(⊕ ∙délibération),"{""agents"":[""committee""],""action"":""decide"",""object"":[],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"":[""comité""],""action"":""prendre"",""object"":[""décision""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,partial,preserved
M03,M,tense_subtlety,L3,stressée,She has been working on this problem for three years.,Elle travaille sur ce problème depuis trois ans.,"[TIME]: past=present
∙she ⟳ ∙problem «=» (+)","[TIME]: past=present
∙elle ⟶ ∙travail → ∙problème°ce «=» (+)",∙she ⟶ ∙problem ⊕ «=»,∙elle → ∙problème ⊕ «=»,"{""agents"":[""She""],""action"":""work"",""object"":[""problem""],""time"":""entangled"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""Elle""],
  ""action"": ""travailler"",
  ""object"": [""problème""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,preserved,lost,lost,partial,partial
M04,M,discourse_marker_equivalence,L2,stressée,"However, the results remain inconclusive despite extensive testing.","Cependant, les résultats demeurent peu concluants malgré des tests approfondis.","[TIME]: present
∙results ⊗ ∙conclusiveness | ∙testing+ → ∙results | ⟲ ∙uncertainty (-)","[TIME]: present
[STATE]: ⊖

∙results ⊗° ∙conclusiveness | ~̃(-) ⊕ ∙tests+ ⊖ ∙results | (-)",∙results →° ◉inconclusive | ⊖ ∙testing+,(-) ∙résultats °- | ⊖ ∙tests+,"{""agents"":[""results""],""action"":""remain"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","{""agents"":[""résultats""],""action"":""demeurer"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}",preserved,partial,preserved,preserved,preserved,preserved
N01,N,ambiguous_multiple_readings,L3,stressée,The man saw the woman with the telescope.,L'homme a vu la femme avec le télescope.,"[TIME]: past
∙man «→ ∙woman [⊃ ∙telescope]","[TIME]: past
∙homme → ∙femme(⊃[∙télescope])«",∙man → ∙woman | ∙telescope │(∙man ⊃ ∙telescope | ∙woman ⊃ ∙telescope),∙homme → ∙femme | ∙télescope ∈ {⊃∙homme | ⊃∙femme} =,"{""agents"":[""man""],""action"":""see"",""object"":[""woman"",""telescope""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}","{""agents"":[""homme""],""action"":""voir"",""object"":[""femme"",""télescope""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":null}",preserved,preserved,preserved,preserved,partial,partial
N02,N,descriptive_non_causal,L1,stressée,The sky is blue today.,Le ciel est bleu aujourd'hui.,"[TIME]: present
∙sky → ∙blue = (+)","[TIME]: present
∙ciel → ∙bleu(+) = ~̃(+)",∙sky → ∙blue =,∙ciel → ∙bleu =,"{""agents"": [""sky""], ""action"": ""be"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}","{""agents"": [""ciel""], ""action"": ""être"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
N03,N,ironic_or_metaphorical,L3,stressée,"Oh great, another meeting about meetings. Just what we needed.","Oh super, encore une réunion au sujet des réunions. C'est exactement ce qu'il nous fallait.","[TIME]: present
∙meeting → ◉meeting(+) ⊗ ∙need(-)
~̃(sarcasm) ⊕ ∙speaker
⟶(dismissal) → ∙meeting
(!)(-)(?)","[TIME]: present
∙réunion → ◉réunion(+meta) ⟳
∙nous ⊗ ∙réunion(+méta) (-)
~̃(ironie)+ ⊃ ∙locuteur
∙besoin ⊗ ∙réalité (!)
≠ [NOT] ∙utilité",(-) ~̃(sarcasm) ∙meeting → ∙meetings | ⊖,(-) ~̃(sarcasm) ∙réunion → ◉réunion | ⊗ ⟶(utilité),"```json
{
  ""agents"": [],
  ""action"": ""need"",
  ""object"": [""meeting""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""exclamative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```","```json
{
  ""agents"": [],
  ""action"": ""need"",
  ""object"": [""réunion""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""exclamative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",lost,preserved,preserved,preserved,lost,preserved
N04,N,very_short_sentence,L1,stressée,It works.,Ça marche.,∙it → ⟳ ∙function (+),"[STATE]: agreement
[TIME]: present

∙ça ⊃ ∙marche = ℙ(+)",∙it → ⟳+,ℙ ≡,"{""agents"":[""It""],""action"":""work"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"":[""speaker""],""action"":""work"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,partial
O01,O,strong_transitive_chain,L5,stressée,"Smoking causes lung cancer, which leads to premature death in many patients.","Le tabagisme cause le cancer du poumon, qui entraîne une mort prématurée chez de nombreux patients.","[TIME]: =

∙smoking → ∙lung_cancer → ∙premature_death ⊃ ∙patients°many","[TIME]: present

∙tabagisme → ∙cancer_du_poumon → ∙mort_prématurée ⊂ ∙patients+",∙smoking →+ ∙lung_cancer →+ ∙premature_death ∙patients,∙tabagisme →+ ∙cancer_poumon →+ ∙mort_prématurée ⊕ ∙patients,"{""agents"":[""Smoking""],""action"":""cause"",""object"":[""lung cancer"",""death""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""tabagisme""],""action"":""causer"",""object"":[""cancer"",""poumon"",""mort"",""patients""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,lost,preserved,preserved,preserved,preserved
O02,O,weak_transitive_chain,L4,stressée,"The rain might delay the flight, which could perhaps affect the conference attendance slightly.","La pluie pourrait retarder le vol, ce qui pourrait peut-être affecter légèrement la participation à la conférence.","[TIME]: present
[STATE]: hypothetical

[MAY] ∙rain ⊕→ ∙flight⟲↓ → [MAY] ∙conference∙attendance-","[TIME]: present

∙pluie [MAY]→ ⟲∙vol- ⊗ ∙ponctualité [MAY]→ ∙participation∙conférence°-",[MAY] ∙rain → ⊕ ∙flight | [MAY] ∙flight → ∙conference_attendance-,[MAY] ∙pluie → ∙vol ⟲↓ | [MAY] ◉(∙vol ⟲↓) →°- ∙participation → ∙conférence,"```json
{
  ""agents"": [""rain""],
  ""action"": ""delay"",
  ""object"": [""flight""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""pluie""],
  ""action"": ""retarder"",
  ""object"": [""vol"", ""conférence""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,preserved,preserved,preserved,partial
O03,O,four_link_chain,L5,stressée,"Deforestation increases greenhouse gases, which accelerate global warming, which raises sea levels, which threatens coastal cities.","La déforestation augmente les gaz à effet de serre, qui accélèrent le réchauffement climatique, qui fait monter le niveau des mers, qui menace les villes côtières.","[TIME]: present

∙deforestation → ∙greenhouse_gases↑ → ∙global_warming↑ → ∙sea_levels↑ → ∙coastal_cities⊗","[TIME]: present

∙déforestation →+ ↑ ∙gaz_effet_serre → ↑ ∙réchauffement_climatique → ↑ ∙niveau_mers → ⊕ ∙villes_côtières (-)",∙deforestation → ↑∙greenhouse_gases → κ∙global_warming → ↑∙sea_levels → ⊗∙coastal_cities,∙déforestation ↑ ∙gaz_effet_serre → κ ∙réchauffement_climatique → ↑ ∙niveau_mers → ⊕ ∙villes_côtières,"```json
{
  ""agents"": [""Deforestation""],
  ""action"": ""increase"",
  ""object"": [""greenhouse gases"", ""global warming"", ""sea levels"", ""coastal cities""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""déforestation""],
  ""action"": ""augmenter"",
  ""object"": [""gaz à effet de serre"", ""réchauffement climatique"", ""niveau des mers"", ""villes côtières""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,partial,lost,partial
